Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
ছোট হলেও কিউট ও সুন্দর আছে। যেভাবে বলেছিলাম সেভাবে দিয়েছে তাই ধন্যবাদ। keep it up,SlightlyPositive,Positive,Positive,
সব ঠিক ছিলো কিন্তু যেমনটা ভাবছিলাম তার থেকে ব্যাগ আকারে অনেক ছোট আর যে রংয়ের অর্ডার করছি সেইটা দেওয়া হয় নি। খুবই খারাপ,Negative,Negative,Negative,
"ব্যাগটা সুন্দর আছে। চামরাটাও মসৃণ, ব্যাগ কাধে নেয়া যাবে। তবে বেগটা ছোট তুলনামুলক, এখানে একটু হতাস, ব্যেগে ছোট ছাতাও নিতে পারবেন না,! তাছারা ওভারঅল সব ঠিক ঠাক৷",SlightlyPositive,SlightlyPositive,SlightlyPositive,
আলহামদুলিল্লাহ আমি ব্যাগটি পেয়ে গিয়েছি খুব সুন্দর হয়েছে যেমনটি চেয়েছিলাম তেমনটি পেয়েছি আপনারা চাইলে নিতে পারেন থ্যাংক ইউ দারাজ,StronglyPositive,StronglyPositive,StronglyPositive,
ব্যাগটা ১০ ইঞ্চি।দাম অনুযায়ী ব্যাগটি খুবই ভালো হয়েছে।সাইড ব্যাগ হিসেবে ব্যবহার করা যাবে,StronglyPositive,Positive,Positive,
সব কিছুই ঠিক ছিল কিন্তু মাঝখানের হুক ছিলনা doesn't matter তা ও সুন্দর 🥰🥰🥰😇😍🤩😃,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"Delivery একটু late হয়েছে,কিন্তু যেটা চেয়েছিলো, সেটাই পেয়েছি,,, thanks😍😍😍",SlightlyPositive,SlightlyPositive,SlightlyPositive,
ডেলিভারি একদম বাজে অবস্থা। ৮২ টাকা ডেলিভারি চার্জ দেয়ার পরেও সে আমার কাঙ্খিত স্থানে না এসে বাজারে থেকে বারবার ফোন দিয়ে ডিস্টার্ব করেছে । যেখানে আপনাদের ওয়ার হাউস থেকে আমাদের বাজার পর্যন্ত ৪০ টাকা লোকাল গাড়ি ভাড়া সেখানে সে ৮২ টাকা ডেলিভারি চার্জ নিয়েছে তারপরও সে প্রোডাক্টটি ভালোভাবে পৌঁছে দেয়নি। এরকম হলে আপনাদের এই স্টোর থেকে কেউই অর্ডার করবে না । আমি তো রীতিমত আপনাদের স্টোর ফলো দিয়ে রাখছিলাম তবে ডেলিভারি যে বাজে অবস্থা আমার মনে হয় দারাজ এর থেকে আর অর্ডার দেওয়া হবে না । আজকে আপনাদের স্টোর টাকা আনফলো করে দিতে হবে ।,Negative,StronglyNegative,StronglyNegative,
ব্যাগটা বেশ সুন্দর ছিল। আমার ভাগ্নির জন্য নেওয়া হয়েছে আনার সাথে সাথেই সামনে কালার টা নষ্ট করে ফেলছে 🤦🏼‍♀️ এমনি প্রাইজ অনুযায়ী ব্যাগটা অনেক ভালো হয়েছে,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"ছবির চেয়েও ব্যাগটা বাস্তবে বেশিই কিউট & সুন্দর। ছোট পকেটটাতে অবশ্য ফোন আটবে না,তবে ছোটছোট জিনিসগুলো রাখা যাবে। ধন্যবাদ সেলার & দারাজ।",StronglyPositive,StronglyPositive,StronglyPositive,
"সব জিনিস পুরাতন ,,আর ডেট লেখা নাই,,তারপর আবার মাশকারা যেটা পিকে দেওয়া সেটা না দিয়ে অন্যটা দিছে 😡😡😡",Negative,Negative,Negative,
ছবির সাথে পন্যর মিল নাই।,Negative,Negative,Negative,
"অর্ডার করার পর অনেক চিন্তাই ছিলাম যে কি পাবো।কিন্তু সেলার ভাই আমাকে সেমই কাপড় দিয়েছে। আমি ৩টা গেঞ্জি, ১টা হুডি,২টা ফুল হাতা টি-শার্ট অর্ডার দিছি। ভালোই পাইছি।তবে হাফ হাতা এই গেঞ্জি গোলা জার্সির কাপড়ের আর বাকি গোলো সুতি। ভালো আছে আপনারা নিতে পারেন।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
